"Owner Role","Opportunity Owner","Account Name","Opportunity Name","Stage","Fiscal Period","Amount","Expected Revenue","Probability (%)","Age","Close Date","Created Date","Next Step","Lead Source","Type"
"","Bruce Kennedy","Rose673 Inc","Opportunity for Holland322","Closed Lost","Q1-2022","384840.00","0.00","0","2391.0000000000","16/09/2029","01/03/2023","","Employee Referral","Existing Business"
"","Irene Kelley","Daniel415 Inc","Opportunity for Martin324","Closed Won","Q4-2021","7747190.00","7747190.00","100","2258.0000000000","06/05/2029","01/03/2023","","Trade Show","New Business"
"","Kelly Frazier","Newman145 Inc","Opportunity for Castillo325","Closed Won","Q4-2021","131750.00","131750.00","100","2318.0000000000","05/07/2029","01/03/2023","","Partner","New Business"
"CIO","Julie Chavez","Nelson829 Inc","Opportunity for Klein103","Closed Won","Q1-2022","84329.00","84329.00","100","2344.0000000000","31/07/2029","01/03/2023","","Partner","Existing Business"
"CEO","Damiana Spadafora","James431 Inc","Opportunity for Ramirez108","Closed Won","Q3-2022","87240.00","87240.00","100","2520.0000000000","23/01/2030","01/03/2023","","Employee Referral","New Business"
"","Irene McCoy","Evans281 Inc","Opportunity for Reeves721","Closed Won","Q1-2022","2367210.00","2367210.00","100","2401.0000000000","26/09/2029","01/03/2023","","Advertisement","New Business / Add-on"
"","Chris Riley","Warner699 Inc","Opportunity for Joseph722","Value Proposition","Q1-2023","327145.00","163572.50","50","313.0000000000","01/08/2030","01/03/2023","","Partner","Existing Business"
"","Catherine Brown","West416 Inc","Opportunity for Simpson729","Prospecting","Q4-2022","1666850.00","166685.00","10","313.0000000000","22/04/2030","01/03/2023","","Employee Referral","New Business"
"","Johnny Green","Becker488 Inc","Opportunity for Morton1098","Closed Won","Q1-2022","761000.00","761000.00","100","2370.0000000000","26/08/2029","01/03/2023","","Web","New Business / Add-on"
"","Catherine Brown","Dean902 Inc","Opportunity for Moss732","Closed Won","Q3-2021","461458.00","461458.00","100","2218.0000000000","27/03/2029","01/03/2023","","Trade Show","Existing Business"
"","Bruce Kennedy","McKenzie887 Inc","Opportunity for Pope1093","Closed Won","Q1-2022","1134385.00","1134385.00","100","2325.0000000000","12/07/2029","01/03/2023","","Employee Referral","New Business"
"","Harold Campbell","Myers320 Inc","Opportunity for Miles1094","Closed Won","Q2-2022","79480.00","79480.00","100","2457.0000000000","21/11/2029","01/03/2023","","Partner","Existing Business"
"","Eric Gutierrez","Klein591 Inc","Opportunity for Mills1099","Closed Lost","Q2-2022","254500.00","0.00","0","2453.0000000000","17/11/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"","Evelyn Williamson","Banks379 Inc","Opportunity for Keller1100","Closed Won","Q3-2021","1229730.00","1229730.00","100","2149.0000000000","17/01/2029","01/03/2023","","Web","Existing Business"
"","Eric Sanchez","Fowler307 Inc","Opportunity for Todd1101","Closed Won","Q3-2022","173566.00","173566.00","100","2524.0000000000","27/01/2030","01/03/2023","","Advertisement","New Business"
"CIO","Julie Chavez","Armstrong378 Inc","Opportunity for Montgomery1103","Closed Won","Q2-2022","1058980.00","1058980.00","100","2492.0000000000","26/12/2029","01/03/2023","","Employee Referral","New Business"
"","Eric Sanchez","Sharp764 Inc","Opportunity for Luna1104","Closed Won","Q2-2022","228220.00","228220.00","100","2464.0000000000","28/11/2029","01/03/2023","","Word of mouth","New Business / Add-on"
"","Chris Riley","Lopez275 Inc","Opportunity for Myers1105","Closed Won","Q3-2022","792270.00","792270.00","100","2535.0000000000","07/02/2030","01/03/2023","","Employee Referral","New Business / Add-on"
"","Kelly Frazier","Hansen264 Inc","Opportunity for Jacobs1106","Closed Lost","Q4-2021","78400.00","0.00","0","2272.0000000000","20/05/2029","01/03/2023","","Word of mouth","New Business"
"CIO","Julie Chavez","Pittman399 Inc","Opportunity for Parsons1107","Closed Won","Q1-2022","206000.00","206000.00","100","2379.0000000000","04/09/2029","01/03/2023","","Trade Show","New Business / Add-on"
"","Irene Kelley","Brown495 Inc","Opportunity for Gardner1110","Needs Analysis","Q4-2022","645700.00","129140.00","20","313.0000000000","13/05/2030","01/03/2023","","Trade Show","New Business"
"","Eric Gutierrez","Rowe333 Inc","Opportunity for Harrington1112","Qualification","Q3-2022","905000.00","90500.00","10","313.0000000000","22/03/2030","01/03/2023","","Employee Referral","New Business"
"","Catherine Brown","Ortega682 Inc","Opportunity for Holt1880","Closed Lost","Q2-2021","950440.00","0.00","0","2103.0000000000","02/12/2028","01/03/2023","","Partner","Existing Business"
"CIO","Julie Chavez","Carter172 Inc","Opportunity for Barker1887","Closed Lost","Q1-2022","1740500.00","0.00","0","2389.0000000000","14/09/2029","01/03/2023","","Public Relations","New Business / Add-on"
"","John Williams","Tucker401 Inc","Opportunity for Daniel1888","Value Proposition","Q3-2022","1384600.00","692300.00","50","313.0000000000","28/02/2030","01/03/2023","","Seminar - Internal","Existing Business"
"","Harold Campbell","Valdez792 Inc","Opportunity for Phillips1889","Value Proposition","Q1-2023","39600.00","19800.00","50","313.0000000000","18/07/2030","01/03/2023","","Web","New Business / Add-on"
"","Nicolas Weaver","Lopez140 Inc","Opportunity for Hall1897","Perception Analysis","Q1-2023","2925000.00","2047500.00","70","313.0000000000","24/08/2030","01/03/2023","","Employee Referral","New Business"
"","Bruce Kennedy","Benson594 Inc","Opportunity for McKenzie1898","Closed Won","Q4-2021","201720.00","201720.00","100","2257.0000000000","05/05/2029","01/03/2023","","Word of mouth","New Business"
"CEO","Damiana Spadafora","Hall758 Inc","Opportunity for Mullins1899","Closed Won","Q3-2021","498520.00","498520.00","100","2162.0000000000","30/01/2029","01/03/2023","","Partner","New Business"
"","Laura Palmer","McDaniel467 Inc","Opportunity for Lee759","Closed Won","Q4-2021","710500.00","710500.00","100","2260.0000000000","08/05/2029","01/03/2023","","Web","New Business"
"","Eric Sanchez","Norton877 Inc","Opportunity for Malone772","Closed Won","Q4-2021","5880.00","5880.00","100","2312.0000000000","29/06/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"","Eric Sanchez","Snyder527 Inc","Opportunity for Walters765","Closed Won","Q2-2022","623750.00","623750.00","100","2497.0000000000","31/12/2029","01/03/2023","","Employee Referral","New Business"
"","Chris Riley","Fleming762 Inc","Opportunity for Drake768","Perception Analysis","Q3-2022","70368.00","49257.60","70","313.0000000000","01/04/2030","01/03/2023","","Partner","Existing Business"
"","Laura Palmer","Wells259 Inc","Opportunity for Elliott770","Closed Won","Q1-2022","646400.00","646400.00","100","2393.0000000000","18/09/2029","01/03/2023","","Trade Show","New Business"
"","Nicolas Weaver","Myers408 Inc","Opportunity for Waters780","Closed Won","Q1-2022","902400.00","902400.00","100","2344.0000000000","31/07/2029","01/03/2023","","Word of mouth","Existing Business"
"","Chris Riley","Mann440 Inc","Opportunity for Newton773","Closed Won","Q3-2021","887240.00","887240.00","100","2195.0000000000","04/03/2029","01/03/2023","","Seminar - Internal","New Business"
"","Irene Kelley","Goodwin856 Inc","Opportunity for Hoffman774","Closed Won","Q1-2022","152400.00","152400.00","100","2376.0000000000","01/09/2029","01/03/2023","","Trade Show","New Business"
"","Laura Palmer","Norton790 Inc","Opportunity for Robbins1143","Qualification","Q1-2023","365072.00","36507.20","10","313.0000000000","02/08/2030","01/03/2023","","Advertisement","New Business"
"","Kelly Frazier","Leonard91 Inc","Opportunity for Baldwin443","Closed Lost","Q2-2022","852720.00","0.00","0","2462.0000000000","26/11/2029","01/03/2023","","Employee Referral","New Business"
"","Eric Gutierrez","Christensen840 Inc","Opportunity for Gross444","Closed Lost","Q3-2021","683100.00","0.00","0","2208.0000000000","17/03/2029","01/03/2023","","Partner","New Business / Add-on"
"","Irene McCoy","Anderson638 Inc","Opportunity for Barker446","Closed Lost","Q2-2022","1794340.00","0.00","0","2445.0000000000","09/11/2029","01/03/2023","","Partner","New Business"
"","Nicolas Weaver","Webb165 Inc","Opportunity for Harrington447","Closed Won","Q4-2021","287850.00","287850.00","100","2265.0000000000","13/05/2029","01/03/2023","","Word of mouth","Existing Business"
"","Harold Campbell","Norton877 Inc","Opportunity for Barnes448","Closed Won","Q4-2021","182000.00","182000.00","100","2306.0000000000","23/06/2029","01/03/2023","","Trade Show","New Business / Add-on"
"","Evelyn Williamson","Ortiz520 Inc","Opportunity for Beck451","Closed Won","Q3-2021","1518400.00","1518400.00","100","2225.0000000000","03/04/2029","01/03/2023","","Partner","New Business"
"","Eric Sanchez","Holmes7 Inc","Opportunity for Bryan454","Closed Lost","Q1-2022","380500.00","0.00","0","2346.0000000000","02/08/2029","01/03/2023","","Web","New Business / Add-on"
"","Eric Sanchez","Obrien994 Inc","Opportunity for Mendez460","Closed Won","Q1-2022","23245.00","23245.00","100","2328.0000000000","15/07/2029","01/03/2023","","Partner","New Business"
"","Dennis Howard","Steele90 Inc","Opportunity for Christensen462","Closed Won","Q3-2021","133800.00","133800.00","100","2153.0000000000","21/01/2029","01/03/2023","","Word of mouth","New Business"
"","Eric Gutierrez","Joseph988 Inc","Opportunity for Hamilton810","Needs Analysis","Q1-2023","895290.00","179058.00","20","313.0000000000","26/09/2030","01/03/2023","","Web","New Business"
"","Irene Kelley","Flowers529 Inc","Opportunity for Stevenson463","Closed Lost","Q1-2022","103690.00","0.00","0","2400.0000000000","25/09/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"","John Williams","Ramsey114 Inc","Opportunity for Arnold464","Closed Won","Q4-2021","805000.00","805000.00","100","2256.0000000000","04/05/2029","01/03/2023","","Partner","New Business / Add-on"
"","Eric Sanchez","Mann154 Inc","Opportunity for Wolfe807","Closed Won","Q3-2021","3198400.00","3198400.00","100","2210.0000000000","19/03/2029","01/03/2023","","Web","New Business"
"CIO","Julie Chavez","Graves147 Inc","Opportunity for Goodwin1575","Closed Won","Q3-2021","122651.00","122651.00","100","2178.0000000000","15/02/2029","01/03/2023","","Trade Show","New Business"
"","Kelly Frazier","Jefferson859 Inc","Opportunity for Sims1582","Closed Won","Q1-2022","119967.00","119967.00","100","2340.0000000000","27/07/2029","01/03/2023","","Seminar - Internal","New Business"
"","Laura Palmer","Dixon915 Inc","Opportunity for Campbell1583","Closed Won","Q1-2022","2008900.00","2008900.00","100","2372.0000000000","28/08/2029","01/03/2023","","Partner","New Business"
"","Irene Kelley","Long31 Inc","Opportunity for Lamb1584","Closed Lost","Q2-2022","1728950.00","0.00","0","2457.0000000000","21/11/2029","01/03/2023","","Partner","Existing Business"
"","Eric Sanchez","Cummings974 Inc","Opportunity for Bates1952","Closed Won","Q1-2022","127600.00","127600.00","100","2360.0000000000","16/08/2029","01/03/2023","","Advertisement","New Business"
"","Laura Palmer","Summers458 Inc","Opportunity for Webster1954","Closed Won","Q3-2022","171660.00","171660.00","100","2537.0000000000","09/02/2030","01/03/2023","","Seminar - Internal","New Business"
"","Irene Kelley","Floyd100 Inc","Opportunity for Cobb1955","Closed Won","Q3-2021","446461.00","446461.00","100","2151.0000000000","19/01/2029","01/03/2023","","Web","New Business"
"","Kelly Frazier","Lopez524 Inc","Opportunity for Wilkerson1956","Closed Won","Q4-2021","1128970.00","1128970.00","100","2267.0000000000","15/05/2029","01/03/2023","","Public Relations","New Business"
"","Evelyn Williamson","Fowler322 Inc","Opportunity for Harper1957","Closed Won","Q3-2022","421000.00","421000.00","100","2545.0000000000","17/02/2030","01/03/2023","","Public Relations","New Business"
"","Doroth Gardner","Rivera969 Inc","Opportunity for Murphy1963","Negotiation/Review","Q4-2022","1241390.00","1117251.00","90","313.0000000000","05/07/2030","01/03/2023","","Seminar - Internal","New Business"
"","Irene McCoy","Payne411 Inc","Opportunity for Stone1959","Closed Won","Q2-2022","1052275.00","1052275.00","100","2484.0000000000","18/12/2029","01/03/2023","","Web","New Business / Add-on"
"","Chris Riley","Lee192 Inc","Opportunity for Bush1960","Closed Lost","Q2-2022","1540000.00","0.00","0","2424.0000000000","19/10/2029","01/03/2023","","Employee Referral","New Business"
"","Johnny Green","Reeves202 Inc","Opportunity for Bowen1968","Qualification","Q3-2022","125340.00","12534.00","10","313.0000000000","27/02/2030","01/03/2023","","Trade Show","New Business"
"","Irene Kelley","Pope139 Inc","Opportunity for Nguyen1971","Proposal/Price Quote","Q4-2022","2049800.00","1537350.00","75","313.0000000000","31/05/2030","01/03/2023","","Word of mouth","New Business / Add-on"
"","Doroth Gardner","Simmons663 Inc","Opportunity for Malone1973","Value Proposition","Q3-2022","108630.00","54315.00","50","313.0000000000","16/03/2030","01/03/2023","","Trade Show","New Business / Add-on"
"","Dennis Howard","Coleman170 Inc","Opportunity for Baker1261","Closed Lost","Q2-2022","41580.00","0.00","0","2483.0000000000","17/12/2029","01/03/2023","","Word of mouth","New Business / Add-on"
"CEO","Damiana Spadafora","Turner924 Inc","Opportunity for Perkins1263","Negotiation/Review","Q4-2022","1314185.00","1182766.50","90","313.0000000000","02/06/2030","01/03/2023","","Word of mouth","Existing Business"
"","Catherine Brown","Myers581 Inc","Opportunity for Tucker1268","Closed Won","Q4-2021","371689.00","371689.00","100","2262.0000000000","10/05/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"CEO","Damiana Spadafora","Clarke268 Inc","Opportunity for Malone1276","Closed Won","Q2-2022","196200.00","196200.00","100","2431.0000000000","26/10/2029","01/03/2023","","Advertisement","New Business / Add-on"
"CIO","Julie Chavez","Santos84 Inc","Opportunity for Patton1278","Closed Won","Q3-2022","2477275.00","2477275.00","100","2527.0000000000","30/01/2030","01/03/2023","","Web","New Business"
"","Irene McCoy","Lee192 Inc","Opportunity for Chandler1281","Perception Analysis","Q4-2022","2336600.00","1635620.00","70","313.0000000000","28/05/2030","01/03/2023","","Web","New Business"
"CEO","Damiana Spadafora","Vega718 Inc","Opportunity for Bradley1628","Closed Won","Q2-2022","326160.00","326160.00","100","2420.0000000000","15/10/2029","01/03/2023","","Partner","New Business / Add-on"
"","Irene McCoy","Davidson606 Inc","Opportunity for Jacobs1642","Closed Lost","Q3-2022","2560600.00","0.00","0","2537.0000000000","09/02/2030","01/03/2023","","Trade Show","Existing Business"
"","Chris Riley","Gilbert774 Inc","Opportunity for Marsh1634","Closed Lost","Q1-2022","3055100.00","0.00","0","2393.0000000000","18/09/2029","01/03/2023","","Employee Referral","New Business"
"","John Williams","Steele90 Inc","Opportunity for Baker1644","Closed Won","Q4-2021","2440900.00","2440900.00","100","2315.0000000000","02/07/2029","01/03/2023","","Trade Show","New Business"
"","Johnny Green","Beck266 Inc","Opportunity for Austin1650","Closed Won","Q3-2021","1132600.00","1132600.00","100","2219.0000000000","28/03/2029","01/03/2023","","Partner","New Business / Add-on"
"CEO","Damiana Spadafora","Marshall977 Inc","Opportunity for Baker1304","Qualification","Q1-2023","1918900.00","191890.00","10","313.0000000000","29/08/2030","01/03/2023","","Seminar - Internal","New Business / Add-on"
"","Johnny Green","Joseph419 Inc","Opportunity for Henry1658","Closed Lost","Q1-2022","327600.00","0.00","0","2319.0000000000","06/07/2029","01/03/2023","","Web","New Business"
"","Laura Palmer","Young486 Inc","Opportunity for Santos1305","Proposal/Price Quote","Q3-2022","14640.00","10980.00","75","313.0000000000","13/03/2030","01/03/2023","","Partner","New Business"
"","Nicolas Weaver","Fleming389 Inc","Opportunity for Nguyen1657","Closed Won","Q1-2022","236610.00","236610.00","100","2330.0000000000","17/07/2029","01/03/2023","","Web","New Business"
"","Doroth Gardner","Butler152 Inc","Opportunity for Jackson1662","Closed Won","Q4-2021","2302000.00","2302000.00","100","2304.0000000000","21/06/2029","01/03/2023","","Seminar - Internal","New Business"
